coordenacao;departamento;codigo;disciplina;turma;ano;docentes;aprovados;cancelados;matriculados;modoOferta;periodo;projetoExtensao;reprovadosfrequencia;reprovadosnota;situacao;total;vagasTotal
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Hidráulica e Saneamento;TH048;SANEAMENTO BÁSICO E AMBIENTAL;A;2021;REGINA TIEMY KISHI;28;0;0;;1° Semestre;;3;0;Encerrada;31;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2021;GIOVANNI VENÂNCIO DE SOUZA;5;6;0;;1° Semestre;;14;1;Encerrada;26;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;B;2021;SILVIA REGINA VERGILIO;4;5;0;;1° Semestre;;23;1;Encerrada;33;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;A;2021;OLGA REGINA PEREIRA BELLON;1;2;0;;1° Semestre;;2;1;Encerrada;6;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;B;2021;;;;;;1° Semestre;;;;Em aula;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM300;INTRODUÇÃO AO CÁLCULO;A;2021;MAEL SACHINE;8;4;0;;1° Semestre;;30;9;Encerrada;51;80
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM301;CÁLCULO EM UMA VARIÁVEL REAL;A;2021;HEILY WAGNER;12;4;0;;1° Semestre;;2;0;Encerrada;18;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM302;CÁLCULO EM VÁRIAS VARIÁVEIS REAIS;A;2021;ELIZABETH WEGNER KARAS;2;0;0;;1° Semestre;;12;0;Encerrada;14;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM303;INTRODUÇÃO À GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;A;2021;GISELE TEIXEIRA PAULA;19;6;0;;1° Semestre;;45;12;Encerrada;82;90
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT081;ADMINISTRAÇÃO DE EMPRESAS;J;2021;ANDRÉA RYBA LENZI;28;7;0;;1° Semestre;;11;0;Encerrada;46;48
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT082;PROJETO DE OBRAS VIÁRIAS E PLANEJAMENTO URBANO;A;2021;ANELISE SCHMITZ;7;7;0;;1° Semestre;;2;0;Encerrada;16;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Estatística;CE009;INTRODUÇÃO À ESTATÍSTICA;A;2021;STELA ADAMI VAYEGO;13;1;0;Presencial;2° Semestre;;10;15;Encerrada;39;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF106;FÍSICA F2;A;2021;ISMAEL LEANDRO GRAFF;5;4;0;Presencial;2° Semestre;;1;7;Encerrada;17;80
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB121;ELEMENTOS DE GEOMORFOLOGIA;A;2021;LEONARDO JOSÉ CORDEIRO SANTOS;12;0;0;Presencial;2° Semestre;;1;0;Encerrada;13;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;A;2021;LUÍS AUGUSTO KOENIG VEIGA;10;0;0;Presencial;2° Semestre;;0;2;Encerrada;12;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;B;2021;;;;;Presencial;2° Semestre;;;;Inativada;;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;A;2021;LUCIENE STAMATO DELAZARI;14;1;0;Presencial;2° Semestre;;10;7;Encerrada;32;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;A;2021;JORGE ANTONIO SILVA CENTENO;7;0;0;Presencial;2° Semestre;;4;2;Encerrada;13;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;A;2021;PEDRO LUIS FAGGION;20;2;0;Presencial;2° Semestre;;0;1;Encerrada;23;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;B;2021;;;;;Presencial;2° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;A;2021;HENRIQUE FIRKOWSKI;5;1;0;Presencial;2° Semestre;;2;6;Encerrada;14;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;B;2021;HENRIQUE FIRKOWSKI;7;3;0;Presencial;2° Semestre;;2;3;Encerrada;15;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA110;AJUSTAMENTO II;A;2021;ALEX SORIA MEDINA;9;2;0;Presencial;2° Semestre;;2;0;Encerrada;13;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;A;2021;JORGE ANTONIO SILVA CENTENO;9;1;0;Presencial;2° Semestre;;0;1;Encerrada;11;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA114;FOTOGRAMETRIA I;A;2021;HIDEO ARAKI;7;0;0;Presencial;2° Semestre;;0;4;Encerrada;11;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA119;MÉTODOS GEODÉSICOS;A;2021;REGIANE DALAZOANA;10;1;0;Presencial;2° Semestre;;1;1;Encerrada;13;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA120;CARTOGRAFIA TOPOGRÁFICA;A;2021;HENRIQUE FIRKOWSKI;8;0;0;Presencial;2° Semestre;;0;1;Encerrada;9;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA121;FOTOGRAMETRIA II;A;2021;JORGE FELIPE EURIQUES;14;0;0;Presencial;2° Semestre;;1;0;Encerrada;15;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;A;2021;LUCIENE STAMATO DELAZARI;8;1;0;Presencial;2° Semestre;;2;2;Encerrada;13;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA123;PROJETO E ANÁLISE DE REDES GEODÉSICAS;A;2021;ÉRICA SANTOS MATOS BALUTA;14;1;0;Presencial;2° Semestre;;1;2;Encerrada;18;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;A;2021;DANIEL ARANA;0;0;0;Presencial;2° Semestre;;1;0;Encerrada;1;10
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;b;2021;SILVANA PHILIPPI CAMBOIM;1;0;0;Remoto;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;C;2021;CAIO DOS ANJOS PAIVA;1;0;0;Remoto;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;D;2021;DANIEL ARANA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;E;2021;PAULO SERGIO DE OLIVEIRA JUNIOR;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;F;2021;REGIANE DALAZOANA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;G;2021;JORGE FELIPE EURIQUES;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;H;2021;CAIO DOS ANJOS PAIVA;0;0;0;Presencial;2° Semestre;;1;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;I;2021;;0;1;0;Presencial;2° Semestre;;0;0;Inativada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;J;2021;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA129;LEVANTAMENTO GEODÉSICOS II;A;2021;CLAUDIA PEREIRA KRUEGER;22;0;0;Presencial;2° Semestre;;0;1;Encerrada;23;23
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA129;LEVANTAMENTO GEODÉSICOS II;B;2021;;;;;Presencial;2° Semestre;;;;Inativada;;23
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA130;PROJETO DE ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;A;2021;LUÍS AUGUSTO KOENIG VEIGA;23;0;0;Presencial;2° Semestre;;0;0;Encerrada;23;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA131;FOTOGRAMETRIA IV;A;2021;EDSON APARECIDO MITISHITA;11;0;0;Presencial;2° Semestre;;0;3;Encerrada;14;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA132;MECÂNICA E ESTRUTURAS GEODÉSICAS II;A;2021;TIAGO LIMA RODRIGUES;9;0;0;Presencial;2° Semestre;;0;0;Encerrada;9;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA133;DIREITO AGRÁRIO;A;2021;;;;;Presencial;2° Semestre;;;;Inativada;;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA146;PROJETO E IMPLANTAÇÃO DE SISTEMA DE INFORMAÇÕES GEOGRÁFICAS;A;2021;SILVANA PHILIPPI CAMBOIM;14;4;0;Presencial;2° Semestre;;1;0;Encerrada;19;23
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA153;PROGRAMAÇÃO APLICADA;A;2021;;;;;Presencial;2° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA153;PROGRAMAÇÃO APLICADA;B;2021;HIDEO ARAKI;19;2;0;Presencial;2° Semestre;;2;2;Encerrada;25;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA156;POSICIONAMENTO GNSS EM TEMPO REAL;A;2021;CLAUDIA PEREIRA KRUEGER;11;0;0;Presencial;2° Semestre;;0;0;Encerrada;11;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;A;2021;ALEX SORIA MEDINA;2;0;0;Presencial;2° Semestre;;0;0;Encerrada;2;2
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;B;2021;ÉRICA SANTOS MATOS BALUTA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;C;2021;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;D;2021;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;E;2021;ALEX SORIA MEDINA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;F;2021;SILVANA PHILIPPI CAMBOIM;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;G;2021;SILVANA PHILIPPI CAMBOIM;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;H;2021;HIDEO ARAKI;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;I;2021;HIDEO ARAKI;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;J;2021;WANDER DA CRUZ;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;K;2021;WANDER DA CRUZ;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;L;2021;ÉRICA SANTOS MATOS BALUTA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;M;2021;CLAUDIA PEREIRA KRUEGER;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;N;2021;SILVANA PHILIPPI CAMBOIM;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;O;2021;ÉRICA SANTOS MATOS BALUTA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;P;2021;DANIELE REGINA PONTES;1;0;0;Remoto;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;Q;2021;DANIELE REGINA PONTES;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;R;2021;ÉRICA SANTOS MATOS BALUTA;0;0;0;Presencial;2° Semestre;;0;1;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA162;DIREITO URBANÍSTICO;A;2021;DANIELE REGINA PONTES;20;4;0;Presencial;2° Semestre;;2;0;Encerrada;26;26
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2021;LUCIANO SILVA;6;8;0;Presencial;2° Semestre;;3;17;Encerrada;34;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;A;2021;PAULO ELISEU PORTELLA;1;2;0;Remoto;2° Semestre;;1;0;Encerrada;4;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;B;2021;LEONCIO SARAIVA MADRUGA;3;2;0;Remoto;2° Semestre;;2;0;Encerrada;7;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM301;CÁLCULO EM UMA VARIÁVEL REAL;A;2021;FERNANDO DE AVILA SILVA;2;3;0;Presencial;2° Semestre;;11;4;Encerrada;20;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT080;ECONOMIA DE ENGENHARIA;A;2021;ANDRÉA RYBA LENZI;4;2;0;Presencial;2° Semestre;;2;1;Encerrada;9;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;A;2020;;;;;;1° Semestre;;;;Inativada;;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;B;2020;;;;;;1° Semestre;;;;Inativada;;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF105;FÍSICA E2;A;2020;JOSÉ ARRUDA DE OLIVEIRA FREIRE;;;;;1° Semestre;;;;Inativada;;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB122;ZONEAMENTO GEOGRÁFICO AMBIENTAL;A;2020;EVERTON PASSOS;;;;;1° Semestre;;;;Inativada;;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;A;2020;ADRIANA AHRENDT TALAMINI;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;B;2020;ADRIANA AHRENDT TALAMINI;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC138;GEOFÍSICA BÁSICA;A;2020;ALESSANDRA DE BARROS E SILVA BONGIOLO;;;;;1° Semestre;;;;Inativada;;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;A;2020;LUÍS AUGUSTO KOENIG VEIGA;;;;;1° Semestre;;;;Inativada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;B;2020;MARIA APARECIDA ZEHNPFENNIG ZANETTI;;;;;1° Semestre;;;;Inativada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;A;2020;PEDRO LUIS FAGGION;;;;;1° Semestre;;;;Inativada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;B;2020;LUÍS AUGUSTO KOENIG VEIGA;;;;;1° Semestre;;;;Inativada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;A;2020;HENRIQUE FIRKOWSKI;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;B;2020;RODRIGO DE CAMPOS MACEDO;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA106;AJUSTAMENTO I;A;2020;ALVARO MURIEL LIMA MACHADO;;;;;1° Semestre;;;;Inativada;;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;A;2020;ALVARO MURIEL LIMA MACHADO;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;B;2020;HIDEO ARAKI;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA112;FUNDAMENTOS EM GEODÉSIA;A;2020;REGIANE DALAZOANA;;;;;1° Semestre;;;;Inativada;;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA113;PROJEÇÕES CARTOGRÁFICAS II;A;2020;HENRIQUE FIRKOWSKI;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA113;PROJEÇÕES CARTOGRÁFICAS II;B;2020;HENRIQUE FIRKOWSKI;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA114;FOTOGRAMETRIA I;A;2020;DANIEL RODRIGUES DOS SANTOS;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA114;FOTOGRAMETRIA I;B;2020;DANIEL RODRIGUES DOS SANTOS;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA115;SENSORIAMENTO REMOTO II;A;2020;JORGE ANTONIO SILVA CENTENO;;;;;1° Semestre;;;;Inativada;;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA115;SENSORIAMENTO REMOTO II;B;2020;JORGE ANTONIO SILVA CENTENO;;;;;1° Semestre;;;;Inativada;;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA116;SISTEMAS DE REFERÊNCIA E TEMPO;A;2020;ÉRICA SANTOS MATOS BALUTA;;;;;1° Semestre;;;;Inativada;;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA117;BANCO DE DADOS GEOGRÁFICOS;A;2020;SILVANA PHILIPPI CAMBOIM;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA117;BANCO DE DADOS GEOGRÁFICOS;B;2020;SILVANA PHILIPPI CAMBOIM;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA118;COMUNICAÇÃO E EXPRESSÃO;A;2020;MARIA CECILIA BONATO BRANDALIZE;;;;;1° Semestre;;;;Inativada;;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;A;2020;;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;B;2020;WANDER DA CRUZ;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;C;2020;HIDEO ARAKI;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;D;2020;CLAUDIA PEREIRA KRUEGER;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;E;2020;MARIA APARECIDA ZEHNPFENNIG ZANETTI;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;F;2020;PAULO SERGIO DE OLIVEIRA JUNIOR;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;G;2020;;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;H;2020;HENRIQUE FIRKOWSKI;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;I;2020;LUÍS AUGUSTO KOENIG VEIGA;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;J;2020;JORGE ANTONIO SILVA CENTENO;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;K;2020;PEDRO LUIS FAGGION;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;L;2020;ALEX SORIA MEDINA;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;M;2020;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;N;2020;CAIO DOS ANJOS PAIVA;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;O;2020;HIDEO ARAKI;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;P;2020;;;;;;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;Q;2020;WANDER DA CRUZ;1;0;0;;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA125;LEVANTAMENTOS GEODÉSICOS I;A;2020;WANDER DA CRUZ;;;;;1° Semestre;;;;Inativada;;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA125;LEVANTAMENTOS GEODÉSICOS I;B;2020;PEDRO LUIS FAGGION;;;;;1° Semestre;;;;Inativada;;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA126;CARTOGRAFIA TEMÁTICA;A;2020;LUCIENE STAMATO DELAZARI;;;;;1° Semestre;;;;Inativada;;35
